timestamp,asks,bids,combined_orders
1708732800000,841615492,807052758,1648668250
1708754400000,828973165,781821130,1610794296
1708776000000,854726814,812966531,1667693346
1708797600000,867494465,822706818,1690201283
1708819200000,863467262,793374979,1656842241
1708840800000,882127493,817801751,1699929245
1708862400000,852691523,815345038,1668036562
1708884000000,847165485,802758626,1649924112
1708905600000,872291455,807265321,1679556777
1708927200000,886215755,832292705,1718508460
1708948800000,878526166,807428957,1685955123
1708970400000,899072442,818052824,1717125267
1708992000000,914301324,839760075,1754061400
1709013600000,910469716,844968892,1755438608
1709035200000,901213998,812197543,1713411541
1709056800000,900436675,846845012,1747281688
1709078400000,913043386,840051803,1753095189
1709100000000,942565827,838166869,1780732696
1709121600000,911319018,887936890,1799255909
1709143200000,846692644,866466468,1713159113
1709164800000,927508977,861663456,1789172433
1709186400000,951578699,888938104,1840516803
1709208000000,946989747,885667063,1832656811
1709229600000,895874865,899557115,1795431981
1709251200000,830080424,865573600,1695654025
